OTU_ID	FS1-1	FS1-2	FS1-3	FS1-4	FS2-1	FS2-2	FS2-3	FS2-4	SC1	SC2	SC3	SC4	SC5	TMW1	TMW2	TMW3	TMW4	SGR1	SGR2	SGR3	TL1	TL2	TL3	TL4	TL5	TL6	TL7	TL8	TLSed1	TLSed2	TLSed3	TLSed4	TLSed5	TLSed6	TLSed7	TLSed8	UGS1	UGS2	UGS3	UGW1	UGW2	UGW3
ASV322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	51	64	142	74	23	64	101	0	0	0	0	0	0
ASV324	6	0	0	0	0	0	0	0	0	0	0	0	0	24	37	26	50	39	52	97	0	0	0	0	0	22	0	18	4	2	0	1	3	1	3	0	0	0	0	32	0	36
ASV325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	18	261	175	17	0	0	0	0	0	0	0
ASV326	0	0	128	162	16	0	100	15	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	16	0	12	0	0	0	15	9	0	0	0	0	0	0
ASV327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	43	7	307	186	0	9	7	0	0	0	0	0	0
ASV328	0	158	0	0	153	0	0	0	0	117	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48
ASV329	0	0	0	0	0	0	0	0	27	41	0	35	45	0	0	0	0	0	0	0	0	21	0	0	0	0	0	25	0	0	0	0	0	0	27	0	117	56	93	0	0	0
ASV330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	81	233	14	113	46	0	0	0	0	0	0
ASV331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	11	0	96	129	85	40	12	0	0	0	0	0	0
ASV332	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	6	4	11	0	0	0	0	6	0	0	0	0	0	5	84	147	189	38	16	20	0	0	0	0	0	0	0
ASV333	0	0	0	0	0	0	0	0	71	43	163	132	77	0	1	4	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	8	34	9	0	34	0	7	40	61	18	29	108	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	95	268	122	25	26	14	0	0	0	0	0	0	0
ASV336	0	0	0	0	0	0	0	0	67	0	110	164	55	41	10	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV339	0	0	0	0	0	0	0	0	40	41	74	96	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	113	0	0	0
ASV340	0	24	0	31	0	0	100	5	0	0	0	0	0	0	2	0	0	0	0	0	86	22	42	82	46	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV341	0	13	0	31	0	0	83	0	0	0	0	0	0	5	0	2	13	0	0	9	74	21	38	66	42	23	15	0	0	0	0	0	0	0	0	5	0	0	0	4	0	1
ASV342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	51	19	57	42	81	29	64	0	7	0	7	0	0	30	0	0	0	17	0	0	0
ASV343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	44	68	68	53	0	0	79	74	28	15	60	0	12	0
ASV345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	25	65	224	88	40	12	41	0	0	0	0	0	0
ASV346	0	0	0	8	0	0	15	8	0	0	0	0	0	0	7	28	112	15	0	0	28	28	33	17	72	12	6	16	7	0	0	0	0	0	0	0	0	0	0	0	20	0
ASV347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	83	135	153	28	8	36	0	21	12	0	0	0
ASV348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	15	0	35	58	38	51	98	54	110	44	0	0	0	0	0	0
ASV349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	59	38	32	0	0	59	240	0	0	0	0	0	0
ASV350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	70	82	132	0	0	0	136	0	31	9	0	0	0
ASV351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	71	90	142	45	32	33	44	0	0	0	0	0	0
ASV352	94	0	103	129	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	9	0	0	0	0	0	8	6	35
ASV353	0	3	0	0	5	0	5	4	7	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	350	11	15	10	9	0	16	28	0	0	0	3	6	3
ASV356	0	9	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	26	0	0	66	79	148	15	0	42	73	0	0	0	14	0	0
ASV358	0	0	0	0	0	0	0	0	50	43	118	138	43	7	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	5
ASV359	0	12	27	25	0	0	0	0	0	0	0	0	0	11	8	85	25	16	0	26	17	21	14	0	37	0	64	7	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	11	0	30	62	38	56	0	7	27	144	0	19	37	0	0	0
ASV361	0	24	0	0	33	18	0	5	33	78	52	45	40	17	2	9	5	7	4	0	0	13	2	4	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	9	7	7
ASV362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	20	10	22	0	0	18	47	35	0	225	0	0	0
ASV363	0	6	0	0	0	0	0	0	8	0	46	43	15	69	35	6	11	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	38	6	90	0	0	3
ASV364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	25	0	0	44	219	112	34	0	0	0	0	0	0	0
ASV365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	1	0	0	0	0	0	0	0	2	58	85	53	15	39	121	15	0	0	0	0	30	0	0
ASV366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	62	69	42	92	100	0	0	0
ASV367	0	0	0	0	8	0	10	8	33	49	50	116	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	30	0	0	0
ASV369	0	0	0	0	0	0	0	0	0	0	0	0	0	26	61	0	154	0	9	23	0	0	12	9	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	27	42	8
ASV370	0	0	0	0	6	0	0	0	26	10	65	40	17	20	3	19	46	19	18	17	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	45	17
ASV371	0	19	0	0	0	2	0	3	0	0	9	0	0	18	9	7	27	0	11	9	0	0	0	0	0	0	2	0	9	27	38	40	28	7	22	23	21	0	58	0	5	2
ASV373	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	83	35	48	0	11	94	87	32	17	7	0	0	0
ASV374	0	0	0	0	0	0	0	0	69	64	139	9	25	14	3	14	11	0	0	0	0	1	4	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	5	11	20
ASV375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	14	35	48	85	32	11	18	66	114	4	0	0	0	0	0
ASV376	8	11	13	15	43	0	38	22	0	0	0	0	0	0	0	0	0	104	39	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	14	0	5	29	11	10	0	24	0	0	36	21	36	18	14	10	14	15	0	66	0	0	0
ASV379	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	10	0	16	367	0	6	8	0	0	0	0	0	0
ASV380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	28	92	185	46	28	14	0	0	0	0	0	0	0
ASV381	4	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	66	22	32	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	188	0	10
ASV382	3	0	0	0	0	13	0	6	0	0	9	0	10	0	0	0	0	6	0	19	27	15	23	17	18	15	36	13	0	0	0	0	0	0	0	0	24	128	0	0	12	0
ASV383	0	0	0	131	0	0	0	0	0	10	0	0	0	47	32	41	14	11	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	22	0	0	8
ASV384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8	8	0	0	15	6	0	45	90	42	13	11	26	36	30	56	15	0	0	0
ASV385	0	0	0	0	0	0	0	0	0	0	0	0	0	136	101	0	14	0	0	0	0	0	0	0	0	0	0	0	0	14	0	7	0	0	0	0	69	0	0	0	0	0
ASV386	0	0	0	0	0	0	0	0	0	0	0	0	0	6	43	0	10	35	13	16	18	7	31	74	28	0	38	18	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ASV387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	58	45	82	107	38	33	28	0	0	0	0	0	0
ASV389	0	0	0	0	10	13	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	11	20	0	15	0	0	12	11	22	128	77	0	0	0
ASV390	0	0	0	0	14	0	0	0	18	0	12	0	12	0	0	0	0	0	0	11	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	72	98	92	0	0	0
ASV393	0	0	0	0	0	0	0	0	44	45	67	70	39	31	15	13	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	8
ASV394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	82	102	138	14	21	5	28	0	0	0	0	0	0
ASV395	0	0	0	0	0	0	0	0	87	18	97	89	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
ASV396	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	63	103	101	74	16	0	0	0	0	0	0	0
ASV397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	6	0	18	11	6	7	214	36	53	10	0	0	0	0	0	0
ASV398	0	0	0	0	0	0	0	0	23	10	41	39	15	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	9	21	0	6	0	0	0	18	29	55	76	0	0	0
ASV399	0	0	0	0	0	0	0	0	21	15	20	76	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	30	17	0	0	10	41	62	0	0	0
ASV400	3	3	5	10	8	21	11	31	0	5	11	0	9	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	12	11	9	14	13	24	33	0	9	0	0	72	30	5
ASV401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	5	0	12	29	16	29	10	0	45	27	29	62	81	0	0	0
ASV402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	23	58	0	0	0	180	91	0	0	0	0	0	0
ASV404	0	0	0	0	0	0	0	0	50	46	43	37	14	88	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0
ASV405	0	0	0	0	0	0	0	0	53	38	61	21	34	42	0	30	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV406	0	4	1	0	5	4	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	10	3	5	3	0	2	5	0	0	0	0	0	0
ASV407	0	0	0	0	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	53	0	10	0	49	0	11	30	0	57	26	33	0	11	0	0	28	0	0	0
ASV408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	9	0	131	160	37	14	7	0	0	0	0	0	0
ASV409	0	0	0	0	0	0	0	0	0	14	11	10	17	0	0	0	11	0	0	0	0	9	0	0	0	0	9	0	0	20	0	0	0	0	83	0	34	118	20	0	0	0
ASV410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	171	67	39	49	0	0	0	0	0	0	0
ASV411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	9	0	24	29	22	34	136	35	19	29	0	0	0	0	0	0
ASV412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	19	0	278	0	0	0	6	0	16	27	0	0	0	0	0	0
ASV414	0	191	0	0	23	0	0	0	9	0	10	0	0	21	7	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	3	7	0	9	0	0	0
ASV416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	12	15	14	12	124	37	44	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	45	37	0	0	24	48	49	119	0	0	0	0	0	0
ASV419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	14	0	6	0	0	66	12	0	79	18	92	0	0	14	33	0	0	0	0	0	0
ASV420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	20	48	96	33	0	0	35	29	15	79	0	0	0	0
ASV422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	16	0	0	0	0	0	14	0	59	92	0	38	0	0	0	40	36	0	0	0	0	0
ASV423	16	112	0	0	66	0	34	0	0	0	0	0	0	0	0	0	0	50	34	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV424	0	0	0	0	0	0	0	0	6	0	0	6	13	0	0	0	0	0	0	5	0	5	0	13	7	18	19	21	16	0	0	0	0	0	130	44	29	0	0	0	8	0
ASV425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	11	0	0	29	11	0	234	0	0	0	0	0	0
ASV426	5	0	0	70	0	0	0	0	0	0	0	0	0	3	0	11	13	87	10	18	0	0	15	0	10	0	5	0	0	0	0	0	0	0	0	0	0	13	0	20	0	0
ASV427	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	4	10	0	0	0	0	0	0	0	0	0	0	38	0	92	108	72	0	0	0	0	0	0	0	0
ASV428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	14	0	14	0	0	231	92	0	0	0	0	0	0
ASV430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	12	129	67	7	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	51	56	15	34	17	80	0	11	0	41	0	0	0
ASV432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	5	0	10	0	0	11	0	11	12	0	16	0	0	39	211	0	0	0	0	0	0
ASV433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	9	0	5	142	106	30	11	0	0	0	0	0	0
ASV434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	8	24	20	26	0	10	242	0	0	0	0	0	0
ASV435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	89	62	92	0	31	0	0	0	0	0	0
ASV437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	139	53	29	38	30	0	0	0	0	0	0
ASV438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	0	0	0	20	18	42	18	0	13	25	0	6	0	0	0	43	0	0	15	21	74	0	0	0	0
ASV439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	8	0	11	19	23	0	15	14	21	5	8	0	26	33	67	47	0	0	0
ASV440	0	0	0	0	11	29	8	12	0	15	10	36	0	0	0	0	0	0	0	14	16	0	25	0	16	0	0	0	0	0	0	0	0	0	0	0	16	120	0	0	0	0
ASV441	0	0	0	0	0	0	0	0	60	48	163	16	12	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV442	0	0	0	0	0	0	0	0	54	35	73	80	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV443	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	36	23	29	22	15	40	39	15	52	0	0	0	0
ASV445	0	0	0	0	42	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	16	29	13	0	23	37	45	14	0	0	0	0	0	17	0	0	0	0	0	0	0
ASV448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	9	0	6	16	0	0	4	0	0	0	0	61	43	19	114	14	0	0	0
ASV449	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	177	0	0	3	0	0	0	133	0	0	0	0	0	0
ASV450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	17	15	0	6	27	0	6	10	0	0	0	0	0	0	14	125	39	0	0	0
ASV451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	18	24	40	197	0	0	0	0	0	0	0
ASV452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	48	46	0	58	0	0	0	40	56	0	0	0
ASV454	0	0	0	0	0	0	0	0	0	0	48	53	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	37	0	0	63	0	0	0	0	0	0
ASV456	0	0	0	0	10	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	214	48	0	0	0	0	0	0	0	0
ASV457	0	0	0	0	0	0	0	0	61	21	74	75	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	4
ASV458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	29	0	165	0	10	28	33	0	0	0	0	0	0
ASV459	0	2	0	0	9	0	0	0	0	150	0	0	82	7	5	0	0	22	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	35	65	92	8	3	69	36	0	0	0	0	0	0
ASV462	0	0	0	0	0	0	0	0	57	22	66	77	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV463	0	0	0	0	0	0	0	0	55	41	103	55	21	0	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	10	0	14	8	14	0	0	32	0	0	0	0	0	68	0	50	91	0	0	0	0
ASV465	0	0	0	0	0	0	0	0	38	26	86	66	17	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	8	0	0	0
ASV466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	23	0	29	10	37	0	93	0	0	0	0	0	4	0	0	0	32	0	0	0	0
ASV468	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	5	5	0	0	0	0	0	0	0	0	0	0	0	249	0	0	4	0	0	3	20	0	0	0	0	0	0
ASV469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	10	0	0	0	0	0	0	14	22	22	9	32	37	42	0	0	0	85	0	0	0	0
ASV470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	59	68	62	38	19	25	0	0	0	0	0	0
ASV471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	5	11	25	134	60	0	11	0	0	12	0	0	0
ASV473	0	0	0	0	0	0	0	0	35	7	27	97	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	12	0	0	0	0
ASV474	0	0	0	0	0	0	57	20	0	0	0	0	0	0	0	0	10	46	0	30	29	0	13	9	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	35	41	8	14	101	10	0	0	0	0	13	6	0
ASV476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	17	200	41	7	9	0	0	0	0	0	0
ASV477	0	0	0	0	0	0	0	0	33	17	78	61	61	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
ASV478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	41	70	33	47	31	30	17	0	0	0	0	0	0
ASV479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4	8	130	53	62	9	6	0	0	0	0	0	0
ASV483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	10	0	36	25	0	20	0	0	25	142	0	0	0	0	0	0
ASV485	0	0	0	0	0	0	0	0	42	10	40	73	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	18	27	0	0	0	0
ASV486	0	0	0	0	5	0	0	0	50	11	33	38	27	10	0	0	17	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0
ASV487	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	32	45	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	28	74	28	0	0	0
ASV490	0	0	0	0	0	0	0	0	32	25	25	19	25	0	0	0	0	0	38	0	9	0	14	0	26	0	0	0	0	0	0	0	0	0	0	0	26	0	16	0	0	0
ASV491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	50	50	32	0	0	64	44	0	0	0	0	0	0
ASV492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	51	32	0	17	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV493	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	3	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	30	0	0	0
ASV494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	23	26	12	0	45	66	0	0	0	0	0	0	0	28	21	0	0	0	0	0	0
ASV495	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	5	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	139	0	0	0
ASV496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	24	59	41	0	11	70	44	0	0	0	0	0	0
ASV499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	26	55	22	5	30	13	7	0	54	0	0	0
ASV501	0	0	7	0	0	10	0	6	0	0	0	0	0	49	7	8	12	12	0	19	0	12	12	28	0	0	18	0	8	0	0	0	0	0	0	0	0	0	0	21	0	0
ASV502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	7	0	57	144	39	0	3	0	0	0	0	0	0
ASV504	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	14	46	0	131	0	0	0
ASV505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	77	59	68	13	12	16	5	0	0	10	0	0	0
ASV506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	29	45	0	17	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0
ASV507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	45	115	64	0	0	14	23	0	0	0	0	0	0
ASV508	0	0	0	0	0	0	0	0	29	13	70	58	26	8	2	8	10	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	5
ASV509	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	18	40	41	24	0	18	92	0	0	0	0	0	0
ASV512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	45	9	25	0	0	0	152	0	0	0	0	0	0
ASV514	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	43	103	43	44	0	0	0	0	0	0	0
ASV515	0	0	0	0	0	0	0	0	0	0	0	16	9	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	22	21	15	13	20	24	38	38	0	0	14	0	0	0
ASV516	0	0	0	0	14	25	0	0	0	107	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	15	0	0	0	0
