OTU_ID	FS1-1	FS1-2	FS1-3	FS1-4	FS2-1	FS2-2	FS2-3	FS2-4	SC1	SC2	SC3	SC4	SC5	TMW1	TMW2	TMW3	TMW4	SGR1	SGR2	SGR3	TL1	TL2	TL3	TL4	TL5	TL6	TL7	TL8	TLSed1	TLSed2	TLSed3	TLSed4	TLSed5	TLSed6	TLSed7	TLSed8	UGS1	UGS2	UGS3	UGW1	UGW2	UGW3
ASV799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	42	26	12	11	0	5	0	20	0	0	0	0
ASV800	0	6	0	0	27	0	7	0	0	0	0	0	0	0	0	24	0	0	0	1	0	5	8	9	7	2	7	5	1	1	0	1	0	0	0	0	2	0	0	0	0	0
ASV801	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	22	19	13	0	10	27	14	0	0	0	0	0	0
ASV802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	14	0	14	10	16	9	12	0	0	0	0	0	0	24	0	0	0	11	0	0	0
ASV803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	10	0	53	8	0	14	11	0	0	0	0	0	0
ASV804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	24	8	24	26	0	13	17	0	0	0	0	0	0
ASV805	0	23	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	32	21	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV806	0	0	0	0	0	0	0	0	17	12	12	42	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	9	0	0	0	0	0
ASV809	0	0	0	0	0	0	0	0	16	13	17	36	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV810	0	0	0	0	0	0	0	0	8	6	24	42	22	0	0	7	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	19	62	11	6	7	0	0	0	0	0	0	0
ASV812	3	3	0	0	0	1	1	0	0	0	0	0	0	6	2	1	3	4	0	4	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	49	7	12
ASV815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	11	38	30	0	0	20	0	0	0	0	0	0	0
ASV819	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	9	20	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV820	0	0	0	0	0	0	0	0	0	0	0	42	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	13	0	0	0	13	0	14	0	0	0	0
ASV826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	38	35	25	10	0	0	0	0	0	0	0
ASV827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	21	14	0	11	0	0	0	36	14	0	0	0
ASV828	0	11	0	0	16	12	0	0	0	0	0	0	0	2	4	0	0	0	13	10	3	0	6	6	0	10	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV829	0	0	0	0	18	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	19	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0
ASV831	0	0	0	0	5	6	10	9	0	2	0	0	5	0	0	3	9	0	9	9	11	0	0	0	0	0	0	0	0	13	4	0	0	0	0	0	0	0	0	4	0	1
ASV832	0	0	0	0	0	0	0	0	7	9	0	15	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	34	0	0	0	0	0	0
ASV835	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	25	0	22	18	0	0	0	0
ASV836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	37	8	7	21	0	20	0	0	0	0
ASV839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	17	18	33	0	0	26	13	0	0	0	0	0	0
ASV840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	31	0	8	24	16	0	0	0	0	0	0
ASV846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	6	27	10	22	36	0	0	0	0	0	0	0
ASV848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	21	3	8	11	0	28	12	0	0	0
ASV853	0	0	0	0	0	0	0	0	18	7	20	39	11	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	24	0	0	5	9	0	0	0	11	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	21	0	12	13	11	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	6	0	7	14	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV863	0	0	0	0	0	0	0	0	4	0	3	17	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	8	0	14	31	0	3	0	0	0	0
ASV870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	6	0	5	0	15	0	8	11	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	8	0	0	6	0	0	0	5	36	3	9	0	0	0	0	19	0	0	0
ASV872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	9	11	18	0	0	0	44	20	0	0	0	0	0	0
ASV873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	9	19	0	0	7	12	13	0	0	0	0	0	0
ASV875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	9	0	0	0	0	0	0	0	0	14	0	0	3	42	0	0	10	0	0	0	0	0	0
ASV876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	15	47	25	0	0	4	7	0	0	0	0	0	0
ASV877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	19	0	10	0	12	0	31	30	0	0	0	0	0	0
ASV878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	10	12	25	0	0	0	19	0	0	0	0	0	0
ASV881	0	0	0	0	0	0	0	0	8	0	7	15	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	39	0	0	3
ASV882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	9	11	0	20	0	0	0	0	29	23	4	0	0	0	0	0
ASV883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	12	30	9	0	21	0	0	0	0	0	0	0
ASV886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	17	0	19	0	0	15	6	6	0	0	0	0	0
ASV890	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	23	6	13	0	0	0	0	8	0	9	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ASV891	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	25	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	19	0
ASV892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	11	0	27	0	20	0	0	0	12	0	14	0	0	0	0
ASV896	0	0	0	0	0	0	0	0	11	6	13	39	9	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	0	17	14	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	16	22	3	5	12	8	0	0	0	0	13	0	0
ASV906	0	2	0	0	5	12	0	2	6	3	3	1	5	2	0	4	0	0	4	4	2	2	3	0	0	1	0	1	0	0	0	5	0	0	12	2	0	0	0	4	2	2
ASV907	0	0	0	0	9	0	12	0	0	0	0	0	0	0	0	5	8	0	16	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0
ASV908	0	0	0	0	0	0	0	0	19	17	12	17	9	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV910	0	0	0	0	0	0	0	0	16	6	22	28	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV911	0	0	0	0	0	0	0	0	10	0	14	20	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	0	12	0	0	0
ASV914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	8	13	16	28	7	17	0	0	0	0	0	0	0
ASV918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	0	0	0	0	0	3	17	12	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	24	0
ASV921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	5	29	3	16	11	0	0	0	0	0	0
ASV922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	20	0	0	0	0	0	6	16	28	0	0	0
ASV925	0	10	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	13	0	0	0	12	0	2	9	0	11	0	0	0	0	0	0	0	0	1	0
ASV926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	18	0	15	12	8	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV932	0	0	0	0	0	0	0	0	9	0	38	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0
ASV934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	22	14	0	13	0	6	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	26	0	0	0	0	0	0	0	22	0	0	0	0	7	14	8
ASV938	0	0	0	0	0	0	0	0	5	0	0	0	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	29	0	0	0	0	0	0	0
ASV943	0	0	0	0	0	0	0	0	11	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	10	11	5	8	0	0	7	0	0	13	0	0	0
ASV944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	4	3	4	12	0	14	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV949	0	27	0	0	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	26	0	0	0	9	6
ASV956	0	0	0	0	0	0	0	0	0	0	0	0	0	10	34	14	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	5	0	0	0	0	0	0
ASV958	0	0	0	0	0	0	0	0	11	0	10	29	19	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV959	0	0	0	0	0	0	0	0	9	0	9	0	3	15	14	11	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	8	5	2	12	5	3	10	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	3	4	3	0	2	15	0	0	10	5	19	8	2	0	6	0	0	0	0	0	0
ASV965	0	0	0	0	0	0	0	0	0	0	23	14	19	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	16	0	0	0	0
ASV969	0	0	0	0	18	11	5	23	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	12	20	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	14	0
ASV978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	10	14	13	12	0	17	8	0	0	0	0	0	0
ASV979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	20	33	12	0	7	0	0	0	0	0	0	0
ASV989	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	12	2	0	16	31	0	0	0	2
ASV991	0	0	0	0	0	0	0	0	4	0	27	5	17	3	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0
ASV992	0	0	0	0	0	0	0	0	3	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	11	10	3	6	22	0	0	0	0	0	0
ASV993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	21	4	0	7	0	18	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV999	0	0	0	0	0	0	0	0	7	0	0	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	31	0	0	0
ASV1000	0	0	0	0	0	0	0	0	3	16	4	4	7	1	3	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	1	0	0	0	15	0
ASV1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	14	0	0	11	9	11	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ASV1006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	11	5	11	2	4	9	10	0	0	0	0	2	0	0	0	0	5	0	0	0
ASV1008	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	7	0	0	0	47	6	0	0	0	3	0	0
ASV1009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	8	8	0	0	0	0	32	13	0	0	0
ASV1010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11	7	0	7	31	17	0	0	0	0	0	0
ASV1011	0	11	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	8	10	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	0	11	25	15	0	0	10	6	0	0	0	0	0	0
ASV1018	0	0	0	0	0	4	0	0	14	12	13	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
ASV1019	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	15	0	0	0	0	19	10	0	0	0	0	0
ASV1023	0	0	9	0	0	7	7	0	0	0	0	0	0	0	0	5	0	0	1	7	0	11	0	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	32	17	0	0	10	9	0	0	0	0	0	0
ASV1029	0	0	0	0	0	0	0	0	11	0	0	15	6	0	0	0	7	0	0	3	0	0	0	0	0	3	0	0	0	8	0	0	0	0	0	5	0	0	0	0	7	0
ASV1037	0	6	0	0	19	7	2	0	0	0	0	0	0	0	0	0	0	7	10	12	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV1038	0	0	0	0	0	0	0	0	0	0	0	0	0	13	14	0	11	0	11	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	24	11	0	7	5	3	9	7	0	0	0	0	0
ASV1044	0	0	0	0	0	0	0	0	6	0	0	11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	26	0	0	11	0	0	0
ASV1049	0	0	0	0	0	0	0	0	12	0	19	16	13	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	7	25	0	6	15	13	0	0	0	0	0	0
ASV1055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	50	9	6	0	4	0	0	0	0	0	0
ASV1056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	10	14	17	14	5	0	0	0	0	0	0	0
ASV1060	1	1	1	1	10	2	4	0	0	2	0	3	5	3	0	5	4	0	0	0	0	0	0	0	0	0	0	0	1	9	0	1	1	3	6	0	0	0	0	0	0	1
ASV1061	0	0	0	0	0	0	0	0	21	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	17	0	0	0
ASV1062	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	7	11	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	17	5	0	0	0	0	0	9	0	14	11	0	0	0	0	0	0	0	0	0
ASV1071	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	13	18	0	0	0	0	0	0	0	0	15	2	1
ASV1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	13	0	0	0	0	0	42	9	0	0	0	0	0	0
ASV1078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	13	0	3	6	12	0	0	0	0	0	0
ASV1084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	10	0	0	0	0	0	11	0	0	9	0	0	15	20	0	0	0	0	0
ASV1086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	19	4	2	3	0	12	23	0	0	0	0	0	0
ASV1092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	10	22	0	7	14	0	0	0	0	0	0	0
ASV1100	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	8	0	15	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	8	31	10	0	0	0	0	0	0	0	0	0
ASV1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	9	20	5	5	0	0	0	0	0	0
ASV1108	0	0	0	0	0	0	0	0	8	0	7	13	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	19	16	0	0	0	0	24	0	0	0	0
ASV1120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	4	0	10	10	5	0	15	0	0	0
ASV1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	26	14	0	3	0	9	0	0	0	0	0	0
ASV1126	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
ASV1128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	5	0	6	0	0	0	0	15	0	13	0	0	0	0	0	0	0	0	0	0	0	0
ASV1130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	34	9	7	0	6	0	0	0	0	0	0
ASV1137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	19	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0
ASV1138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	8	0	0	0	0	5	15	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
ASV1140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	8	0	15	0	10	12	0	0	0	0	0	0
ASV1145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	17	0	9	0	7	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0
ASV1146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	16	0	0	13	0	0	0	0	0	0
ASV1156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	14	9	24	6	0	0	0	0	0	0	0	0
ASV1157	0	1	0	0	4	0	2	0	0	0	0	0	0	0	0	1	0	0	11	3	1	6	0	0	7	0	0	3	0	0	0	9	0	0	0	0	2	0	0	0	0	0
ASV1162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	11	20	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1172	0	0	0	0	4	0	0	0	3	6	2	23	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
ASV1174	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	6	2	6	6	7	8	2	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1185	0	0	0	0	0	0	0	0	5	0	4	0	0	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV1191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	9	19	0	0	7	5	0	0	0	0	0	0
ASV1200	0	0	0	0	0	0	0	0	10	3	9	20	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	17	4	0	0	3	0	0	26	0	0	0	0	0	0
ASV1213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	14	26	8	0	0	0	0	0	0	0	0	0
ASV1216	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	5	8	0	0	21	0	0	0	0	0	0
ASV1219	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	11	10	1	17	8	0	0	0	0	0	0
ASV1221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	15	0	1	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0	13	0	0
ASV1222	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	7	17	0	9	12	0	0	0	0	0	0	0	0
ASV1231	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	7	18	0	0	12	0	0	0	0	0	0
ASV1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	11	12	6	0	0	6	14	0	0	0	0	0	0
ASV1248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	7	9	10	9	8	0	0	0	0	0	0
ASV1260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	11	20	7	0	0	6	0	0	0	0	0	0
ASV1289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	3	1	2	0	0	0	0	27	0	0	0	0
ASV1299	0	0	0	0	0	0	0	0	0	0	0	6	0	13	0	5	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ASV1301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	6	0	0	15	8	0	0	0	0	0	0
ASV1312	0	0	0	0	19	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	3	3	0	0	0	6	0	1
ASV1314	0	0	0	0	0	0	0	0	9	7	14	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	3	4	0	12	14	0	0	12	0	0	0	0	0	0	0
ASV1325	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	2	0	1	5	6	11	3	1	1	5	0	2	0	1	0	1
